hd000144_swp15936 165.994 4.778E-01 158.877 5.026E-01
hd000144_swp29402 174.462 5.040E-01 170.835 5.088E-01
hd000315_swp51670 116.390 3.405E-01 141.526 4.348E-01
hd000358_swp14954 96.763 3.611E-01 101.698 4.935E-01
hd000358_swp40448 88.043 3.640E-01 89.145 4.411E-01
hd000886_swp05260 107.044 1.243E-01 104.009 3.117E-01
hd000886_swp52777 100.721 1.421E-01 99.838 3.273E-01
hd000886_swp52783 104.302 1.433E-01 102.416 3.108E-01
hd001279_swp06756 74.247 5.291E-01 72.998 6.685E-01
hd001909_swp23106 70.304 4.757E-01 68.775 5.317E-01
hd001976_swp06250 194.322 2.601E-01 201.707 3.870E-01
hd002626_swp46894 370.896 2.210E-01 369.349 2.683E-01
hd002884_swp53043 207.824 5.439E-01 230.223 4.223E-01
hd002905_swp14939 654.247 3.930E-02 123.072 1.151E-01
hd002905_swp40359 602.456 5.575E-02 130.302 1.224E-01
hd002905_swp54038 725.693 3.940E-02 119.056 1.095E-01
hd003240_swp53240 109.196 5.776E-01 113.694 6.218E-01
hd003360_swp10057 106.484 1.471E-01 103.827 3.299E-01
hd003360_swp53874 101.302 1.567E-01 110.534 3.245E-01
hd003369_swp09141 105.976 3.676E-01 121.246 4.823E-01
hd003379_swp20584 111.028 2.191E-01 128.230 3.872E-01
hd003901_swp52659 220.778 2.144E-01 227.172 3.155E-01
hd004142_swp14612 234.380 1.980E-01 266.404 3.141E-01
hd004180_swp20436 273.005 2.115E-01 298.533 2.978E-01
hd004727_swp51960 76.736 3.730E-01 79.273 5.356E-01
hd005394_swp17093 695.548 7.353E-02 525.402 9.703E-02
hd005394_swp53910 626.426 5.888E-02 355.197 1.008E-01
hd005394_swp56621 564.117 5.346E-02 317.009 8.954E-02
hd005737_swp14984 71.723 4.722E-01 77.466 6.587E-01
hd005737_swp32137 75.740 5.005E-01 78.264 6.306E-01
hd006811_swp20437 116.214 4.785E-01 131.767 5.350E-01
hd007374_swp18972 71.544 4.669E-01 76.891 5.729E-01
hd009996_swp18437 56.316 2.185E-01 77.894 2.486E-01
hd010390_swp18023 104.894 6.955E-01 100.699 6.597E-01
hd010516_swp14690 411.689 6.243E-02 466.988 1.127E-01
hd010516_swp18104 543.561 5.006E-02 420.504 1.210E-01
hd010982_swp06814 90.592 6.745E-01 88.154 6.595E-01
hd011241_swp49469 221.251 8.155E-02 296.036 1.902E-01
hd011415_swp32615 91.095 4.277E-01 102.308 5.670E-01
hd012301_swp04265 81.700 5.001E-01 86.010 6.037E-01
hd012767_swp51130 83.681 4.371E-01 93.297 5.451E-01
hd013267_swp51892 96.323 3.149E-01 94.950 3.935E-01
hd013294_swp40511 206.666 4.023E-01 209.055 3.295E-01
hd013709_swp55256 328.456 4.054E-01 355.674 3.348E-01
hd014228_swp51597 316.798 2.861E-01 348.305 3.377E-01
hd014818_swp09416 129.686 9.062E-02 102.824 2.085E-01
hd014951_swp05605 194.712 3.092E-01 200.318 4.373E-01
hd015130_swp18007 285.605 4.354E-01 309.653 3.753E-01
hd015318_swp48525 103.902 7.287E-01 101.001 6.249E-01
hd015371_swp21046 70.756 6.056E-01 73.200 7.198E-01
hd016582_swp04492 94.440 1.032E-01 115.752 3.114E-01
hd016978_swp24455 143.678 6.396E-01 147.946 5.738E-01
hd017036_swp46700 259.900 3.653E-01 300.978 3.750E-01
hd017081_swp16256 71.169 5.829E-01 72.181 8.643E-01
hd017081_swp32303 71.518 5.792E-01 73.013 7.541E-01
hd017081_swp32304 71.243 5.782E-01 73.541 7.543E-01
hd017543_swp42210 104.076 4.549E-01 117.300 5.735E-01
hd017573_swp40510 251.371 3.839E-01 294.961 3.854E-01
hd017769_swp18008 219.411 3.706E-01 214.337 4.420E-01
hd018296_swp03154 70.450 4.258E-01 81.057 5.284E-01
hd018537_swp48527 136.789 3.673E-01 142.516 4.430E-01
hd018552_swp55906 555.317 3.325E-02 465.923 9.154E-02
hd019356_swp37021 99.785 5.968E-01 103.269 6.583E-01
hd019374_swp20594 159.440 1.284E-01 118.227 2.882E-01
hd019400_swp04415 73.664 4.458E-01 75.890 6.294E-01
hd019832_swp39685 243.526 1.888E-01 283.093 2.806E-01
hd020315_swp18024 325.219 2.685E-01 344.943 3.127E-01
hd020319_swp07840 185.875 4.157E-01 207.099 4.754E-01
hd020336_swp29401 388.217 1.071E-01 399.525 1.857E-01
hd020809_swp49124 287.676 2.474E-01 268.632 3.408E-01
hd021291_swp10612 84.569 5.997E-01 86.044 6.327E-01
hd021362_swp18027 378.763 1.978E-01 354.291 2.398E-01
hd021428_swp49532 181.176 2.383E-01 219.461 3.610E-01
hd021551_swp26895 405.859 2.858E-01 431.376 2.954E-01
hd021699_swp04377 90.780 3.676E-01 94.622 5.703E-01
hd021699_swp32136 80.728 3.696E-01 85.993 5.251E-01
hd021790_swp24553 125.385 5.862E-01 133.851 5.682E-01
hd022192_swp04558 265.764 2.335E-01 332.741 2.955E-01
hd022192_swp42673 265.813 1.999E-01 306.561 2.466E-01
hd022316_swp49775 72.631 4.550E-01 68.618 5.186E-01
hd022316_swp49777 69.474 4.260E-01 68.864 5.130E-01
hd022470_swp04542 101.325 3.890E-01 113.056 5.360E-01
hd022780_swp29392 375.070 2.364E-01 404.267 2.971E-01
hd022920_swp14506 81.276 4.248E-01 90.632 5.792E-01
hd022928_swp47041 282.662 2.466E-01 283.964 3.269E-01
hd022951_swp06248 323.126 7.209E-02 172.151 1.880E-01
hd022951_swp08023 481.296 7.350E-02 237.125 1.849E-01
hd023016_swp40509 352.501 2.843E-01 378.656 3.232E-01
hd023180_swp50031 432.625 6.605E-02 374.901 1.548E-01
hd023227_swp40256 314.948 2.181E-01 290.085 3.295E-01
hd023302_swp07920 212.834 3.224E-01 225.488 4.114E-01
hd023302_swp27514 232.622 3.330E-01 249.875 4.095E-01
hd023324_swp07923 258.057 3.203E-01 298.914 3.654E-01
hd023338_swp40508 146.988 4.367E-01 164.415 5.065E-01
hd023383_swp19342 357.517 2.387E-01 442.553 2.602E-01
hd023408_swp05985 81.928 5.627E-01 80.334 6.859E-01
hd023466_swp20582 161.903 2.803E-01 183.670 4.183E-01
hd023480_swp05944 324.978 2.698E-01 315.101 3.487E-01
hd023480_swp27666 321.408 2.471E-01 369.363 3.150E-01
hd023552_swp10046 281.697 2.635E-01 306.266 3.289E-01
hd023630_swp08021 194.870 3.344E-01 222.002 4.037E-01
hd023793_swp20583 90.023 3.877E-01 106.960 5.448E-01
hd023850_swp05977 245.441 3.334E-01 262.625 3.935E-01
hd023862_swp53233 345.556 2.769E-01 396.470 3.108E-01
hd023862_swp54080 349.724 2.637E-01 377.937 3.220E-01
hd024072_swp40455 265.849 4.254E-01 341.321 3.470E-01
hd024072_swp48345 115.134 3.202E-01 92.462 2.545E-01
hd024131_swp20845 521.022 6.007E-02 200.486 1.901E-01
hd024388_swp40456 180.969 4.237E-01 185.619 4.898E-01
hd024398_swp06454 589.517 5.473E-02 135.304 2.304E-01
hd024479_swp20434 121.835 5.836E-01 125.999 5.603E-01
hd024504_swp18025 293.193 2.760E-01 299.478 3.348E-01
hd024534_swp02082 511.521 7.173E-02 408.228 7.760E-02
hd024534_swp10789 529.074 7.123E-02 461.715 9.865E-02
hd024626_swp04788 88.206 5.007E-01 97.174 6.802E-01
hd024640_swp53315 230.999 9.294E-02 225.524 2.142E-01
hd024760_swp06711 573.455 6.987E-02 267.061 1.700E-01
hd024760_swp56579 576.649 6.362E-02 249.213 1.707E-01
hd025204_swp03297 144.110 1.988E-01 171.128 3.825E-01
hd025267_swp07540 78.792 4.548E-01 84.908 5.647E-01
hd025340_swp18020 126.442 3.945E-01 138.350 5.036E-01
hd025558_swp20595 101.186 3.697E-01 113.761 5.166E-01
hd025940_swp54081 264.231 2.104E-01 282.786 3.219E-01
hd026326_swp20586 76.903 4.743E-01 80.143 6.290E-01
hd026356_swp29400 375.668 2.112E-01 354.021 2.771E-01
hd026571_swp19628 103.718 1.601E-01 79.085 2.183E-01
hd026670_swp20435 369.539 2.045E-01 399.267 2.729E-01
hd026676_swp34223 314.919 3.153E-01 339.833 3.614E-01
hd026912_swp22280 113.035 3.747E-01 122.258 5.155E-01
hd027192_swp49849 298.087 7.592E-02 233.504 1.879E-01
hd027295_swp49761 80.760 4.774E-01 77.967 5.183E-01
hd027376_swp53040 72.549 5.035E-01 75.065 6.039E-01
hd027742_swp46672 242.711 3.851E-01 291.839 3.873E-01
hd027778_swp21298 171.516 2.153E-01 175.603 3.046E-01
hd028149_swp45496 186.762 3.567E-01 200.266 4.250E-01
hd028446_swp22429 551.393 8.433E-02 410.031 9.882E-02
hd028459_swp18022 405.908 3.145E-01 490.932 3.006E-01
hd028497_swp08594 506.235 7.462E-02 462.786 1.226E-01
hd028843_swp07522 131.083 3.190E-01 154.780 4.250E-01
hd028843_swp21098 147.474 3.645E-01 175.585 4.480E-01
hd028867_swp49847 398.154 1.719E-01 367.205 2.029E-01
hd028873_swp53193 91.453 2.003E-01 92.114 3.848E-01
hd029248_swp04359 96.031 9.360E-02 116.754 3.121E-01
hd029335_swp39767 118.290 4.432E-01 138.722 5.342E-01
hd029763_swp02637 152.048 2.454E-01 173.900 3.935E-01
hd029763_swp45931 139.604 2.642E-01 156.076 3.978E-01
hd029866_swp10047 361.998 2.439E-01 378.364 3.093E-01
hd030836_swp02358 108.792 1.202E-01 123.431 3.289E-01
hd031237_swp21998 151.663 1.187E-01 172.680 2.750E-01
hd031327_swp21280 96.512 1.292E-01 109.615 2.794E-01
hd031331_swp40502 220.278 2.640E-01 258.953 3.652E-01
hd031726_swp21681 556.626 6.995E-02 124.761 2.779E-01
hd032249_swp48993 107.221 2.228E-01 136.993 3.581E-01
hd032309_swp40454 407.761 2.820E-01 472.417 2.514E-01
hd032343_swp06932 132.858 2.684E-01 144.533 4.312E-01
hd032343_swp32558 128.528 3.069E-01 142.076 4.402E-01
hd032612_swp20588 123.986 1.808E-01 134.212 3.409E-01
hd032630_swp44004 150.559 2.728E-01 169.891 3.905E-01
hd032990_swp14842 148.086 1.905E-01 151.166 3.532E-01
hd032990_swp21489 136.664 2.142E-01 148.557 3.507E-01
hd032991_swp14840 396.361 1.319E-01 318.023 2.187E-01
hd033328_swp55944 359.562 1.332E-01 373.577 2.373E-01
hd033904_swp40118 71.544 4.759E-01 70.915 5.498E-01
hd034085_swp15001 87.902 5.150E-01 89.675 5.898E-01
hd034085_swp41077 84.740 5.047E-01 90.524 5.923E-01
hd034310_swp40255 198.312 4.782E-01 217.094 4.465E-01
hd034759_swp10389 111.271 3.709E-01 120.314 5.450E-01
hd034759_swp38308 122.818 3.374E-01 135.928 4.894E-01
hd034797_swp24995 105.309 4.224E-01 110.479 4.810E-01
hd034798_swp21787 112.183 3.797E-01 116.268 5.079E-01
hd034816_swp56888 284.689 5.045E-02 132.730 1.545E-01
hd034863_swp40254 401.354 2.248E-01 426.596 2.738E-01
hd034959_swp35918 266.444 2.706E-01 345.105 3.117E-01
hd035149_swp30052 598.012 7.365E-02 489.134 1.523E-01
hd035337_swp49749 137.848 1.095E-01 109.733 2.807E-01
hd035407_swp22663 429.658 1.446E-01 428.327 2.446E-01
hd035411_swp13401 563.317 6.069E-02 260.014 1.814E-01
hd035411_swp52811 393.552 2.860E-02 292.137 1.029E-01
hd035439_swp07716 569.854 7.299E-02 479.922 1.152E-01
hd035439_swp50413 569.452 8.275E-02 491.688 1.303E-01
hd035468_swp44092 144.631 1.125E-01 134.995 2.855E-01
hd035497_swp31878 94.781 5.016E-01 101.921 5.852E-01
hd035532_swp35853 483.080 1.073E-01 424.109 2.121E-01
hd035588_swp35893 288.266 1.122E-01 267.140 2.183E-01
hd035600_swp52723 75.966 6.916E-01 77.889 7.100E-01
hd035640_swp40253 309.945 3.238E-01 333.073 2.907E-01
hd035715_swp03264 559.725 5.723E-02 281.479 1.697E-01
hd035715_swp35892 547.919 7.761E-02 407.640 1.574E-01
hd036267_swp35943 220.142 2.957E-01 233.619 3.767E-01
hd036285_swp50056 74.959 1.229E-01 110.102 3.275E-01
hd036351_swp49065 174.598 1.115E-01 157.103 2.440E-01
hd036371_swp02945 104.321 2.567E-01 99.255 4.066E-01
hd036408_swp29394 113.200 5.450E-01 119.553 5.856E-01
hd036512_swp40415 563.196 3.803E-02 112.419 1.028E-01
hd036576_swp47042 603.143 8.643E-02 447.534 1.629E-01
hd036591_swp04695 623.500 4.606E-02 177.656 2.105E-01
hd036653_swp35897 288.400 1.778E-01 280.604 2.679E-01
hd036695_swp15639 571.498 6.369E-02 369.778 1.542E-01
hd036779_swp32291 454.155 8.374E-02 318.162 2.173E-01
hd036819_swp46138 143.238 2.415E-01 166.259 3.713E-01
hd036822_swp08595 647.486 4.576E-02 146.914 1.641E-01
hd036822_swp35898 564.446 4.590E-02 171.579 1.392E-01
hd036960_swp56185 232.901 6.772E-02 125.590 1.691E-01
hd037017_swp15816 231.598 1.034E-01 237.453 2.171E-01
hd037018_swp20782 268.471 8.259E-02 226.237 1.838E-01
hd037020_swp50204 41.012 3.915E-02 167.868 -5.454E-02
hd037021_swp53178 392.255 1.399E-01 309.973 2.284E-01
hd037023_swp50205 427.046 -2.267E-02 229.472 -3.236E-02
hd037055_swp32216 170.575 2.266E-01 183.934 3.565E-01
hd037098_swp46843 110.445 4.602E-01 121.162 5.489E-01
hd037128_swp08110 476.262 4.058E-02 150.192 8.916E-02
hd037128_swp08130 501.738 4.416E-02 152.785 8.522E-02
hd037202_swp03138 124.862 1.785E-01 162.999 2.672E-01
hd037202_swp54067 132.612 2.210E-01 245.109 2.452E-01
hd037232_swp35945 500.273 7.942E-02 233.633 2.274E-01
hd037303_swp36897 504.938 8.723E-02 448.195 1.440E-01
hd037356_swp22114 143.368 1.241E-01 131.343 2.905E-01
hd037367_swp21013 98.035 1.916E-01 101.556 3.736E-01
hd037438_swp53869 95.614 2.823E-01 113.308 4.566E-01
hd037479_swp02231 195.688 5.902E-02 223.802 1.966E-01
hd037479_swp15817 406.701 9.672E-02 256.273 2.186E-01
hd037481_swp32215 425.904 6.804E-02 201.951 2.280E-01
hd037490_swp15982 511.940 8.217E-02 277.256 1.819E-01
hd037490_swp56758 481.189 7.436E-02 278.587 2.020E-01
hd037519_swp46851 295.410 3.310E-01 360.002 3.339E-01
hd037744_swp08059 479.971 6.402E-02 160.866 2.455E-01
hd037752_swp14987 82.630 4.754E-01 85.759 6.460E-01
hd037756_swp32293 156.583 1.366E-01 168.256 2.691E-01
hd037795_swp55941 335.745 1.414E-01 334.029 2.399E-01
hd037967_swp21491 272.287 1.705E-01 274.710 2.756E-01
hd038771_swp06736 715.594 4.712E-02 168.955 1.136E-01
hd038771_swp08259 580.574 4.690E-02 150.624 1.200E-01
hd038771_swp30267 677.255 5.267E-02 167.419 1.146E-01
hd038899_swp16641 84.126 6.941E-01 81.470 7.422E-01
hd039698_swp03437 452.425 6.841E-02 243.668 2.542E-01
hd039777_swp16881 121.591 1.557E-01 111.157 3.361E-01
hd039844_swp04298 69.436 5.052E-01 73.577 6.654E-01
hd040111_swp04235 604.855 7.356E-02 191.166 1.758E-01
hd040494_swp53044 110.179 2.931E-01 124.999 4.400E-01
hd040967_swp50278 142.697 1.725E-01 126.964 3.430E-01
hd041040_swp04709 119.167 4.442E-01 122.262 5.717E-01
hd041040_swp04710 115.305 4.633E-01 123.942 5.978E-01
hd041117_swp06471 122.607 6.602E-02 98.260 1.623E-01
hd041117_swp40669 516.536 4.664E-02 119.085 1.847E-01
hd041335_swp16526 488.503 7.782E-02 475.296 1.588E-01
hd041335_swp55943 439.287 6.653E-02 364.992 1.419E-01
hd041534_swp10021 158.192 2.075E-01 170.480 3.775E-01
hd041753_swp09934 106.110 2.567E-01 118.256 4.829E-01
hd042054_swp29370 306.762 2.511E-01 289.722 3.424E-01
hd042087_swp08646 503.104 6.482E-02 124.236 2.284E-01
hd042545_swp09896 432.952 1.498E-01 353.070 2.395E-01
hd042560_swp09932 448.898 1.354E-01 254.600 3.258E-01
hd042933_swp07663 527.395 5.283E-02 317.705 1.143E-01
hd043112_swp09935 564.762 4.816E-02 140.214 2.184E-01
hd043317_swp09949 190.169 1.974E-01 207.857 4.026E-01
hd043384_swp04656 115.122 1.923E-01 112.941 2.851E-01
hd043445_swp40504 334.940 3.322E-01 363.291 3.405E-01
hd043544_swp21911 437.095 1.088E-01 446.943 1.852E-01
hd044112_swp49490 337.543 1.133E-01 256.806 2.766E-01
hd044173_swp06803 389.728 1.299E-01 303.415 3.094E-01
hd044402_swp22111 122.063 2.601E-01 163.132 4.023E-01
hd044458_swp54066 382.931 9.938E-02 369.055 1.722E-01
hd044506_swp36893 505.478 7.390E-02 395.260 1.500E-01
hd044700_swp09948 73.509 3.820E-01 86.174 5.847E-01
hd044743_swp04537 585.270 4.630E-02 120.106 2.545E-01
hd044953_swp14979 82.497 3.940E-01 86.833 5.458E-01
hd045542_swp27663 237.628 2.789E-01 279.024 3.476E-01
hd045546_swp22112 183.217 1.887E-01 165.628 3.468E-01
hd045725_swp30191 510.522 8.741E-02 434.075 1.818E-01
hd045727_swp30702 428.706 6.740E-02 410.793 1.515E-01
hd045789_swp09884 215.540 1.343E-01 191.221 2.822E-01
hd045813_swp20783 175.864 2.764E-01 210.676 3.788E-01
hd045911_swp09885 84.166 1.942E-01 103.165 3.857E-01
hd045995_swp09936 499.520 7.475E-02 367.645 1.787E-01
hd046328_swp05114 554.010 3.928E-02 97.687 2.380E-01
hd046487_swp18037 383.721 1.953E-01 390.739 2.755E-01
hd046769_swp06341 102.981 3.992E-01 118.853 5.173E-01
hd046885_swp30298 93.043 6.441E-01 91.218 6.016E-01
hd047054_swp21909 319.618 2.788E-01 327.336 3.496E-01
hd047152_swp14957 323.736 3.210E-01 279.530 2.920E-01
hd047240_swp04704 644.656 7.442E-02 187.501 1.720E-01
hd047240_swp48909 666.766 4.529E-02 155.668 1.519E-01
hd047382_swp09882 618.621 3.823E-02 159.521 1.368E-01
hd047431_swp11011 160.669 4.557E-01 171.453 5.343E-01
hd047670_swp33338 217.226 3.227E-01 290.125 3.550E-01
hd047964_swp09887 93.787 5.347E-01 101.440 6.570E-01
hd048279_swp11299 678.113 5.264E-02 218.291 7.959E-02
hd048434_swp06447 635.537 4.413E-02 155.219 1.280E-01
hd048879_swp50256 158.608 2.553E-01 175.286 3.670E-01
hd048917_swp53908 444.260 5.653E-02 318.743 1.247E-01
hd048977_swp09893 90.070 2.151E-01 100.192 4.329E-01
hd049319_swp52923 331.834 2.060E-01 361.475 2.684E-01
hd049333_swp04613 104.072 2.965E-01 128.554 4.994E-01
hd049567_swp09888 130.867 2.160E-01 143.244 4.169E-01
hd049591_swp40505 189.655 5.148E-01 186.046 4.882E-01
hd049606_swp14966 82.754 4.460E-01 78.961 6.212E-01
hd050013_swp15981 599.699 7.587E-02 413.219 1.535E-01
hd050123_swp56825 215.277 3.404E-01 273.183 3.428E-01
hd050707_swp27758 541.256 4.448E-02 136.683 2.261E-01
hd050820_swp21027 114.606 2.342E-01 136.029 3.505E-01
hd051283_swp19710 461.625 9.268E-02 291.669 2.143E-01
hd051309_swp13937 92.559 2.536E-01 95.089 4.138E-01
hd052089_swp54337 116.789 9.538E-02 124.057 2.633E-01
hd052382_swp33293 734.865 6.066E-02 131.004 1.310E-01
hd052918_swp52939 565.494 8.071E-02 442.869 1.496E-01
hd053138_swp30169 92.288 1.996E-01 96.915 3.500E-01
hd053755_swp08851 630.665 5.839E-02 365.608 1.425E-01
hd053755_swp27974 615.716 8.586E-02 415.597 1.373E-01
hd053929_swp18961 73.215 5.486E-01 75.475 6.800E-01
hd053974_swp10580 750.861 5.169E-02 185.392 1.155E-01
hd054031_swp41438 82.763 3.746E-01 86.310 5.539E-01
hd054309_swp29373 378.072 9.286E-02 292.975 1.902E-01
hd054893_swp53220 82.679 2.964E-01 96.059 4.636E-01
hd055857_swp46933 595.597 8.225E-02 318.313 1.518E-01
hd055879_swp08852 680.739 2.291E-02 180.442 1.183E-01
hd056014_swp38150 531.786 6.796E-02 265.652 1.493E-01
hd056014_swp41294 573.362 7.381E-02 356.551 1.272E-01
hd056139_swp15980 172.322 2.188E-01 172.920 3.663E-01
hd056456_swp34188 377.647 3.323E-01 428.932 3.232E-01
hd058050_swp16536 557.167 9.275E-02 240.120 2.471E-01
hd058343_swp16264 97.259 3.039E-01 115.914 4.546E-01
hd058350_swp07704 98.705 3.154E-01 100.454 4.876E-01
hd058350_swp30198 92.295 3.455E-01 95.614 4.725E-01
hd058661_swp18985 80.412 3.821E-01 82.440 5.042E-01
hd058715_swp31890 310.775 3.196E-01 326.408 3.281E-01
hd058978_swp54238 620.113 6.509E-02 391.801 1.006E-01
hd059635_swp52272 85.134 3.623E-01 97.504 5.265E-01
hd060606_swp29375 334.873 1.251E-01 325.016 2.190E-01
hd060855_swp53906 452.543 1.041E-01 380.439 1.840E-01
hd061429_swp04611 151.533 4.211E-01 163.534 5.339E-01
hd062226_swp39770 95.470 3.479E-01 182.705 3.886E-01
hd063462_swp41304 502.963 8.077E-02 477.766 1.141E-01
hd063578_swp05532 535.441 5.932E-02 273.531 2.085E-01
hd063922_swp40146 151.586 7.687E-02 152.148 1.303E-01
hd064503_swp21950 428.046 1.032E-01 263.564 2.641E-01
hd064740_swp19153 505.581 8.773E-02 294.132 2.050E-01
hd064760_swp53781 640.314 5.223E-02 317.608 7.918E-02
hd064802_swp46848 112.268 1.998E-01 126.495 3.561E-01
hd065575_swp21952 102.720 2.890E-01 117.988 4.365E-01
hd065818_swp54424 560.580 8.399E-02 457.977 1.038E-01
hd065904_swp46849 250.931 2.154E-01 262.730 3.067E-01
hd066194_swp31232 436.447 9.547E-02 353.206 1.537E-01
hd067536_swp53912 465.350 7.675E-02 401.497 1.531E-01
hd067880_swp53222 100.017 2.119E-01 106.872 3.776E-01
hd067888_swp31233 94.184 4.254E-01 96.451 5.642E-01
hd068217_swp24913 251.867 1.538E-01 228.994 3.004E-01
hd068243_swp32437 446.267 8.636E-02 227.229 2.108E-01
hd068351_swp18969 78.625 4.977E-01 88.868 5.368E-01
hd068520_swp24456 77.989 5.173E-01 75.866 6.611E-01
hd068980_swp36214 470.530 8.501E-02 308.818 1.998E-01
hd069081_swp10159 449.087 6.726E-02 292.540 1.819E-01
hd069082_swp07926 109.342 1.898E-01 96.050 3.790E-01
hd070556_swp51420 124.907 1.460E-01 136.052 3.109E-01
