  129   140   hd002884
   83    90   hd016978
  128   125   hd100673
  136   160   hd134481
   21   400   hd142983
   23    10   hd172167
   58    60   hd176437
  141   140   hd186882
  111   140   hd196867
  194   200   hd212581
  134   160   hd214923
  107   120   hd218045
  129   120   hd222661
  207   270   hd224686
