  214   200   hd014228
   10    10   hd015371
  168   200   hd022928
  130   140   hd023630
   45    60   hd035497
  172   200   hd047670
  197   245   hd058715
   18    10   hd068520
  136   150   hd083754
  247   260   hd087901
   81    80   hd090994
  234   220   hd106911
  168   155   hd128345
   57    70   hd181869
   41    55   hd207971
  192   215   hd209952
