  17    886   B2IV              
  27   3360   B2IV              
  52   3379   B2.5IV            
 151   3901   B2V               
  18  16582   B2IV              
  18  19400   B3V+A0IV          
 123  21428   B3V               
  91  23466   B3V               
  41  23793   B3V+F5V           
  81  25204   B3V+A4IV          
  48  25558   B3V               
  59  26912   B3IV              
 114  27778   B3V               
  35  28873   B2IV-V            
  87  29763   B3V               
  49  32249   B3V               
  47  32612   B2.5IV            
  85  32630   B3V               
  54  32990   B2V               
  54  34759   B3V               
  45  34798   B3V               
  20  35337   B2IV              
 216  35532   B2Vn              
 155  35588   B2.5V             
  96  35715   B2IV              
  17  36285   B2IV-V            
 134  36653   B3V               
 132  36779   B2.5V             
  74  36819   B2.5IV            
  89  37055   B3IV              
  86  37232   B2IV-V            
  26  37356   B2IV-V            
  30  37367   B2IV-V            
  44  37438   B3IV              
 116  37479   B2Vp              
  55  37756   B2IV-V            
 109  39698   B2V               
  55  40494   B2.5IV            
  64  41534   B2.5V             
  44  41753   B3V               
 121  42560   B3IV              
  88  43317   B3IV              
 257  43544   B2.5Vn            
  94  44112   B2.5V             
  60  44402   B2.5V             
  25  44700   B3V               
  56  45546   B2V               
  25  48977   B2.5V             
  27  54031   B3V               
  27  54893   B2IV-V            
 121  64503   B2.5V             
  49  64802   B2V               
  50  65575   B3IVp             
 220  67536   B2.5Vn            
  47  67880   B2.5V             
 113  68217   B2IV-V            
  24  69082   B2IV-V            
  33  70556   B2IV-V            
 154  72067   B2Vn              
  23  74195   B3IV              
  93  74280   B3V               
  27  74560   B3IV              
  28  75387   B2IV-V            
 265  76161   B3Vn              
  27  76566   B3IV              
  41  81188   B2IV-V            
 179  87015   B2.5IV            
 168  89688   B2.5IV            
  41  93845   B2.5IV            
  95 105937   B3V               
 127 106490   B2IV              
  60 106983   B2.5V             
 257 108257   B3Vn              
 162 108483   B2V               
 100 109668   B2IV-V            
 121 110879   B2.5V             
  33 112092   B2IV-V            
 211 116072   B2.5Vn            
 182 116087   B3V               
  54 120307   B2IV              
 117 120315   B3V               
  40 120640   B2Vp              
 155 121263   B2.5IV            
  60 121743   B2IV              
 112 121790   B2IV-V            
  15 122980   B2V               
 192 125238   B2.5IV            
  20 126341   B2IV              
 130 129116   B3V               
  27 132200   B2IV              
  27 134687   B3IV              
  86 135348   B3IV              
  87 136504   B2IV-V            
 201 138485   B2Vn              
 254 138690   B2IV              
  64 138769   B3IVp             
 180 139365   B2.5V             
 238 141637   B3V               
  88 142669   B2IV-V            
 180 143118   B2.5IV            
 259 144294   B2.5Vn            
 119 145502   B3V               
 165 145482   B2V               
 160 148605   B2V               
 108 150745   B2IV-V            
  24 157056   B2IV              
  54 158408   B2IV              
 125 158926   B2IV+B            
  25 160762   B3IV              
 156 164852   B3IV              
  37 166182   B2IV              
 227 168905   B2.5Vn            
  25 169467   B3IV              
  38 170740   B2V               
  27 172910   B2.5V             
  20 177003   B2.5IV            
 166 179406   B3V               
  27 180163   B2.5IV            
  24 181858   B3IVp             
 261 182180   B2Vn              
  26 184171   B3IV              
  24 189103   B3IV              
 114 190993   B3V               
  37 197511   B2V               
 110 199661   B2.5IV            
  59 203532   B3IV              
  75 206672   B3IV              
  24 210191   B2.5IV            
 102 212978   B2V               
  60 213420   B2IV              
  56 214240   B3V               
 161 216200   B3IV:             
  24 216916   B2IV              
 109 217101   B2IV-V            
 133 221253   B3IV              
