 12.5  0 0.0000
 37.5  1 0.0102
 62.5  5 0.0510
 87.5  3 0.0306
112.5  6 0.0612
137.5  9 0.0918
162.5 12 0.1224
187.5  7 0.0714
212.5 15 0.1531
237.5 16 0.1633
262.5  9 0.0918
287.5  9 0.0918
312.5  4 0.0408
337.5  1 0.0102
362.5  1 0.0102
387.5  0 0.0000
412.5  0 0.0000
437.5  0 0.0000
462.5  0 0.0000
487.5  0 0.0000
512.5  0 0.0000
537.5  0 0.0000
562.5  0 0.0000
587.5  0 0.0000
612.5  0 0.0000
