9 0 0
9 1 0.037037
22 1 0.037037
22 2 0.0740741
22 2 0.0740741
22 3 0.111111
25 3 0.111111
25 4 0.148148
26 4 0.148148
26 5 0.185185
26 5 0.185185
26 6 0.222222
26 6 0.222222
26 7 0.259259
27 7 0.259259
27 8 0.296296
27 8 0.296296
27 9 0.333333
28 9 0.333333
28 10 0.37037
30 10 0.37037
30 11 0.407407
32 11 0.407407
32 12 0.444444
38 12 0.444444
38 13 0.481481
39 13 0.481481
39 14 0.518519
40 14 0.518519
40 15 0.555556
44 15 0.555556
44 16 0.592593
46 16 0.592593
46 17 0.62963
46 17 0.62963
46 18 0.666667
46 18 0.666667
46 19 0.703704
46 19 0.703704
46 20 0.740741
49 20 0.740741
49 21 0.777778
52 21 0.777778
52 22 0.814815
58 22 0.814815
58 23 0.851852
58 23 0.851852
58 24 0.888889
59 24 0.888889
59 25 0.925926
68 25 0.925926
68 26 0.962963
86 26 0.962963
86 27 1
