9 0 0
9 1 0.00564972
9 1 0.00564972
9 2 0.0112994
10 2 0.0112994
10 3 0.0169492
10 3 0.0169492
10 4 0.0225989
14 4 0.0225989
14 5 0.0282486
14 5 0.0282486
14 6 0.0338983
15 6 0.0338983
15 7 0.039548
17 7 0.039548
17 8 0.0451977
18 8 0.0451977
18 9 0.0508475
19 9 0.0508475
19 10 0.0564972
20 10 0.0564972
20 11 0.0621469
22 11 0.0621469
22 12 0.0677966
24 12 0.0677966
24 13 0.0734463
25 13 0.0734463
25 14 0.079096
25 14 0.079096
25 15 0.0847458
26 15 0.0847458
26 16 0.0903955
27 16 0.0903955
27 17 0.0960452
30 17 0.0960452
30 18 0.101695
34 18 0.101695
34 19 0.107345
34 19 0.107345
34 20 0.112994
37 20 0.112994
37 21 0.118644
38 21 0.118644
38 22 0.124294
39 22 0.124294
39 23 0.129944
41 23 0.129944
41 24 0.135593
44 24 0.135593
44 25 0.141243
44 25 0.141243
44 26 0.146893
45 26 0.146893
45 27 0.152542
48 27 0.152542
48 28 0.158192
48 28 0.158192
48 29 0.163842
51 29 0.163842
51 30 0.169492
52 30 0.169492
52 31 0.175141
56 31 0.175141
56 32 0.180791
57 32 0.180791
57 33 0.186441
60 33 0.186441
60 34 0.19209
61 34 0.19209
61 35 0.19774
63 35 0.19774
63 36 0.20339
63 36 0.20339
63 37 0.20904
63 37 0.20904
63 38 0.214689
64 38 0.214689
64 39 0.220339
64 39 0.220339
64 40 0.225989
65 40 0.225989
65 41 0.231638
66 41 0.231638
66 42 0.237288
68 42 0.237288
68 43 0.242938
69 43 0.242938
69 44 0.248588
75 44 0.248588
75 45 0.254237
75 45 0.254237
75 46 0.259887
77 46 0.259887
77 47 0.265537
78 47 0.265537
78 48 0.271186
79 48 0.271186
79 49 0.276836
79 49 0.276836
79 50 0.282486
81 50 0.282486
81 51 0.288136
81 51 0.288136
81 52 0.293785
82 52 0.293785
82 53 0.299435
83 53 0.299435
83 54 0.305085
92 54 0.305085
92 55 0.310734
93 55 0.310734
93 56 0.316384
93 56 0.316384
93 57 0.322034
93 57 0.322034
93 58 0.327684
95 58 0.327684
95 59 0.333333
96 59 0.333333
96 60 0.338983
97 60 0.338983
97 61 0.344633
99 61 0.344633
99 62 0.350282
100 62 0.350282
100 63 0.355932
100 63 0.355932
100 64 0.361582
102 64 0.361582
102 65 0.367232
105 65 0.367232
105 66 0.372881
106 66 0.372881
106 67 0.378531
107 67 0.378531
107 68 0.384181
107 68 0.384181
107 69 0.389831
108 69 0.389831
108 70 0.39548
110 70 0.39548
110 71 0.40113
111 71 0.40113
