 9 hd001279   B_7_II_+ 
 21 hd005737   B_7_II_+ 
 27 hd012301   B_8_Ib_ 
 44 hd013267   B_5_Ia_ 
 27 hd021291   B_9_Ia_ 
 49 hd036371   B_5_Iab_ 
 58 hd046769   B_8_Ib_ 
 40 hd164353   B_5_Ib_ 
 22 hd175156   B_5_II_ 
