 17 hd000886   B_2_IV_ 
 27 hd003360   B_2_IV_ 
 27 hd003360   B_2_IV_ 
 52 hd003379   B_2.5_IV_ 
 151 hd003901   B_2.5_V_ 
 157 hd004142   B_4_V_ 
 275 hd005394   B_0.5_IV_e 
 323 hd010516   B_2_V_pe 
 161 hd011241   B_1.5_V_ 
 39 hd011415   B_3_V_p 
 18 hd016582   B_2_IV_ 
 18 hd016582   B_2_IV_ 
 32 hd019374   B_1.5_V_ 
 249 hd020336   B_2_IV_ 
 249 hd020336   B_2.5_V_ne 
 155 hd020809   B_4_V_ 
 48 hd022951   B_1_IV_ 
 91 hd023466   B_3_V_ 
 41 hd023793   B_3_V_ 
 82 hd024131   B_0.5_V_ 
 102 hd024640   B_1.5_V_ 
 81 hd025204   B_3_IV_ 
 48 hd025558   B_3_V_ 
 138 hd025940   B_3_V_e 
 25 hd026326   B_4_V_ 
 59 hd026912   B_3_IV_ 
 131 hd027192   B_1.5_IV_ 
 289 hd028497   B_1.5_V_e 
 21 hd031726   B_1_V_ 
 70 hd032343   B_3_V_ 
 70 hd032343   B_2.5_V_e 
 47 hd032612   B_2.5_IV_ 
 85 hd032630   B_3_V_ 
 85 hd032630   B_3_V_ 
 85 hd032630   B_3_V_ 
 54 hd032990   B_2_V_ 
 169 hd032991   B_3_V_ 
 169 hd032991   B_2_V_e 
 218 hd033328   B_2_IV_n 
 36 hd034816   B_0.5_IV_ 
 20 hd035337   B_2_IV_ 
 226 hd035407   B_4_IV_n 
 51 hd035411   B_0.5_V_nn 
 289 hd035439   B_1_V_n 
 216 hd035532   B_2_V_n 
 155 hd035588   B_2.5_V_ 
 96 hd035715   B_1_V_ 
 17 hd036285   B_2_IV-V_ 
 30 hd036351   B_1.5_V_ 
 29 hd036512   B_0_V_ 
 29 hd036512   B_0_V_ 
 29 hd036512   B_0_V_ 
 248 hd036576   B_2_IV-V_e 
 14 hd036591   B_1_IV_ 
 134 hd036653   B_3_V_ 
 132 hd036779   B_2.5_V_ 
 74 hd036819   B_2.5_IV_ 
 36 hd036822   B_0.5_IV-V_ 
 41 hd036960   B_0.5_V_ 
 41 hd036960   B_0.5_V_ 
 128 hd037017   B_1.5_V_ 
 64 hd037018   B_1_V_ 
 64 hd037018   B_1_V_ 
 89 hd037055   B_3_IV_ 
 86 hd037232   B_2_IV-V_ 
 304 hd037303   B_1.5_V_ 
 26 hd037356   B_2_IV-V_ 
 30 hd037367   B_2_IV-V_ 
 44 hd037438   B_3_IV_ 
 116 hd037479   B_2_V_p 
 66 hd037481   B_1.5_IV_ 
 31 hd037744   B_1.5_V_ 
 55 hd037756   B_2_IV-V_ 
 171 hd037967   B_2.5_V_e 
 109 hd039698   B_2_V_ 
 24 hd039777   B_1.5_V_ 
 248 hd041335   B_2_IV_ 
 248 hd041335   B_2_V_ne+ 
 44 hd041753   B_3_V_ 
 44 hd041753   B_3_IV_ 
 121 hd042560   B_3_IV_ 
 178 hd042933   B_0.5_IV_ 
 88 hd043317   B_3_IV_ 
 257 hd043544   B_3_V_ 
 257 hd043544   B_2.5_V_ne 
 94 hd044112   B_2.5_V_ 
 60 hd044402   B_2.5_IV_ 
 230 hd044458   B_1_V_e 
 25 hd044700   B_3_V_ 
 56 hd045546   B_2_V_ 
 283 hd045725   B_3_V_e 
 93 hd045789   B_2.5_IV-V_ 
 108 hd045813   B_4_V_ 
 23 hd045911   B_2_IV-V_ 
 200 hd045995   B_2_IV_ 
 200 hd045995   B_2.5_V_e 
 101 hd048879   B_4_IV_ 
 25 hd048977   B_2.5_V_ 
 233 hd050013   B_2_IV_ 
 54 hd050820   B_3_IV_E+F 
 257 hd052918   B_1_IV_ 
 287 hd053755   B_0.5_IV_n 
 155 hd054309   B_2_IV_ 
 119 hd058050   B_2_V_e 
 43 hd058343   B_3_V_ 
 43 hd058343   B_2.5_IV_e 
 184 hd060606   B_3_V_ 
 219 hd060855   B_2_V_e 
 121 hd064503   B_2.5_V_ 
 50 hd065575   B_3_IV_ 
 47 hd067880   B_2.5_V_ 
 92 hd068243   B_1_IV_ 
 93 hd074280   B_3_V_ 
 93 hd074280   B_4_V_ 
 237 hd075311   B_3_V_ 
 126 hd078764   B_2_IV_ 
 179 hd087015   B_2.5_IV_ 
 220 hd088661   B_2_IV_ 
 168 hd089688   B_2.5_IV_ 
 41 hd093845   B_2.5_IV_ 
 141 hd100600   B_4_V_ 
 89 hd104337   B_1_V_ 
 127 hd106490   B_2_IV_ 
 60 hd106983   B_2.5_V_ 
 104 hd108248   B_0.5_IV_ 
 162 hd108483   B_2_V_ 
 100 hd109668   B_2_IV-V_ 
 325 hd112078   B_4_V_ 
 33 hd112092   B_2_IV-V_ 
 54 hd120307   B_2_IV_ 
 117 hd120315   B_3_V_ 
 117 hd120315   B_3_V_ 
 117 hd120315   B_3_V_ 
 139 hd120324   B_2_IV-V_ 
 60 hd121743   B_2_IV_ 
 112 hd121790   B_2_IV-V_ 
 15 hd122980   B_2_V_ 
 192 hd125238   B_2.5_IV_ 
 260 hd127972   B_1.5_V_ 
 130 hd129116   B_3_V_ 
 27 hd132200   B_2_IV_ 
 162 hd136298   B_1.5_IV_ 
 157 hd136664   B_4_V_ 
 201 hd138485   B_2_V_n 
 64 hd138769   B_3_IV_ 
 275 hd142184   B_3_V_ 
 137 hd143275   B_0.3_IV_ 
 96 hd144217   B_0.5_V_ 
 259 hd144294   B_2.5_V_ 
 102 hd144470   B_1_V_ 
 102 hd144470   B_1_V_ 
 119 hd145502   B_2_IV_p 
 110 hd148184   B_1.5_V_e 
 160 hd148605   B_2_V_ 
 11 hd149438   B_0_V_ 
 11 hd149438   B_0.2_V_ 
 223 hd151890   B_1.5_IV_ 
 128 hd156633   B_1.5_V_p 
 54 hd158408   B_2_IV_ 
 240 hd158427   B_3_V_ 
 25 hd160762   B_3_IV_ 
 256 hd164284   B_2_IV-V_ 
 256 hd164284   B_2_V_e 
 156 hd164852   B_3_IV_ 
 37 hd166182   B_2_IV_ 
 25 hd169467   B_3_IV_ 
 38 hd170740   B_2_IV-V_ 
 232 hd171406   B_4_V_ 
 139 hd174237   B_2.5_V_ 
 20 hd177003   B_2.5_IV_ 
 123 hd178175   B_2_V_ 
 123 hd178175   B_2_V_e 
 166 hd179406   B_3_V_ 
 27 hd180163   B_2.5_IV_ 
 82 hd180554   B_4_IV_ 
 233 hd180968   B_1_IV_ 
 24 hd181858   B_3_IV_p 
 24 hd181858   B_3_V_ 
 233 hd183362   B_3_V_e 
 26 hd184171   B_3_IV_ 
 68 hd184279   B_1_IV_ 
 149 hd186994   B_0.2_IV_ 
 174 hd187567   B_2.5_IV_e 
 221 hd187811   B_3_V_ 
 221 hd187811   B_2.5_V_ 
 206 hd189687   B_3_IV_ 
 114 hd190993   B_3_V_ 
 245 hd191610   B_3_IV_ 
 245 hd191610   B_2.5_V_ 
 16 hd194092   B_0.5_V_ 
 315 hd194335   B_2_V_ne 
 37 hd197511   B_2_V_ 
 207 hd198625   B_4_V_ 
 110 hd199661   B_2.5_IV_ 
 335 hd200120   B_1.5_V_nne 
 267 hd200310   B_1_V_n 
 38 hd202214   B_0_V_ 
 123 hd202654   B_4_IV_ 
 165 hd202904   B_2_V_e 
 142 hd203467   B_3_IV_e 
 165 hd205637   B_2.5_V_p 
 75 hd206672   B_3_IV_ 
 87 hd208057   B_3_V_ 
 87 hd208057   B_3_V_ 
 250 hd208682   B_2.5_V_e 
