11 0 0
11 1 0.00462963
11 1 0.00462963
11 2 0.00925926
14 2 0.00925926
14 3 0.0138889
15 3 0.0138889
15 4 0.0185185
16 4 0.0185185
16 5 0.0231481
17 5 0.0231481
17 6 0.0277778
17 6 0.0277778
17 7 0.0324074
18 7 0.0324074
18 8 0.037037
18 8 0.037037
18 9 0.0416667
20 9 0.0416667
20 10 0.0462963
20 10 0.0462963
20 11 0.0509259
21 11 0.0509259
21 12 0.0555556
23 12 0.0555556
23 13 0.0601852
24 13 0.0601852
24 14 0.0648148
24 14 0.0648148
24 15 0.0694444
24 15 0.0694444
24 16 0.0740741
24 16 0.0740741
24 17 0.0787037
24 17 0.0787037
24 18 0.0833333
25 18 0.0833333
25 19 0.087963
25 19 0.087963
25 20 0.0925926
25 20 0.0925926
25 21 0.0972222
25 21 0.0972222
25 22 0.101852
25 22 0.101852
25 23 0.106481
26 23 0.106481
26 24 0.111111
26 24 0.111111
26 25 0.115741
27 25 0.115741
27 26 0.12037
27 26 0.12037
27 27 0.125
27 27 0.125
27 28 0.12963
27 28 0.12963
27 29 0.134259
29 29 0.134259
29 30 0.138889
29 30 0.138889
29 31 0.143519
29 31 0.143519
29 32 0.148148
30 32 0.148148
30 33 0.152778
30 33 0.152778
30 34 0.157407
31 34 0.157407
31 35 0.162037
32 35 0.162037
32 36 0.166667
33 36 0.166667
33 37 0.171296
36 37 0.171296
36 38 0.175926
36 38 0.175926
36 39 0.180556
37 39 0.180556
37 40 0.185185
37 40 0.185185
37 41 0.189815
38 41 0.189815
38 42 0.194444
38 42 0.194444
38 43 0.199074
39 43 0.199074
39 44 0.203704
41 44 0.203704
41 45 0.208333
41 45 0.208333
41 46 0.212963
41 46 0.212963
41 47 0.217593
41 47 0.217593
41 48 0.222222
43 48 0.222222
43 49 0.226852
43 49 0.226852
43 50 0.231481
44 50 0.231481
44 51 0.236111
44 51 0.236111
44 52 0.240741
44 52 0.240741
44 53 0.24537
47 53 0.24537
47 54 0.25
47 54 0.25
47 55 0.25463
48 55 0.25463
48 56 0.259259
48 56 0.259259
48 57 0.263889
50 57 0.263889
50 58 0.268519
51 58 0.268519
51 59 0.273148
52 59 0.273148
52 60 0.277778
54 60 0.277778
54 61 0.282407
54 61 0.282407
54 62 0.287037
54 62 0.287037
54 63 0.291667
54 63 0.291667
54 64 0.296296
55 64 0.296296
55 65 0.300926
56 65 0.300926
56 66 0.305556
56 66 0.305556
56 67 0.310185
59 67 0.310185
59 68 0.314815
60 68 0.314815
60 69 0.319444
60 69 0.319444
60 70 0.324074
60 70 0.324074
60 71 0.328704
60 71 0.328704
60 72 0.333333
64 72 0.333333
64 73 0.337963
64 73 0.337963
64 74 0.342593
64 74 0.342593
64 75 0.347222
66 75 0.347222
66 76 0.351852
68 76 0.351852
68 77 0.356481
70 77 0.356481
70 78 0.361111
70 78 0.361111
70 79 0.365741
74 79 0.365741
74 80 0.37037
75 80 0.37037
75 81 0.375
81 81 0.375
81 82 0.37963
82 82 0.37963
82 83 0.384259
82 83 0.384259
82 84 0.388889
85 84 0.388889
85 85 0.393519
85 85 0.393519
85 86 0.398148
85 86 0.398148
85 87 0.402778
86 87 0.402778
86 88 0.407407
87 88 0.407407
87 89 0.412037
87 89 0.412037
87 90 0.416667
88 90 0.416667
88 91 0.421296
89 91 0.421296
89 92 0.425926
89 92 0.425926
89 93 0.430556
91 93 0.430556
91 94 0.435185
92 94 0.435185
92 95 0.439815
93 95 0.439815
93 96 0.444444
93 96 0.444444
93 97 0.449074
93 97 0.449074
93 98 0.453704
94 98 0.453704
94 99 0.458333
96 99 0.458333
96 100 0.462963
96 100 0.462963
96 101 0.467593
100 101 0.467593
100 102 0.472222
101 102 0.472222
101 103 0.476852
102 103 0.476852
102 104 0.481481
102 104 0.481481
102 105 0.486111
102 105 0.486111
102 106 0.490741
102 106 0.490741
102 107 0.49537
104 107 0.49537
104 108 0.5
108 108 0.5
108 109 0.50463
109 109 0.50463
109 110 0.509259
109 110 0.509259
109 111 0.513889
110 111 0.513889
110 112 0.518519
110 112 0.518519
110 113 0.523148
112 113 0.523148
112 114 0.527778
114 114 0.527778
114 115 0.532407
116 115 0.532407
116 116 0.537037
117 116 0.537037
117 117 0.541667
117 117 0.541667
117 118 0.546296
117 118 0.546296
117 119 0.550926
119 119 0.550926
119 120 0.555556
119 120 0.555556
119 121 0.560185
121 121 0.560185
121 122 0.564815
121 122 0.564815
121 123 0.569444
123 123 0.569444
123 124 0.574074
123 124 0.574074
123 125 0.578704
123 125 0.578704
123 126 0.583333
126 126 0.583333
126 127 0.587963
127 127 0.587963
127 128 0.592593
128 128 0.592593
128 129 0.597222
128 129 0.597222
128 130 0.601852
130 130 0.601852
130 131 0.606481
131 131 0.606481
131 132 0.611111
132 132 0.611111
132 133 0.615741
133 133 0.615741
133 134 0.62037
134 134 0.62037
134 135 0.625
137 135 0.625
137 136 0.62963
138 136 0.62963
138 137 0.634259
139 137 0.634259
139 138 0.638889
139 138 0.638889
139 139 0.643519
141 139 0.643519
141 140 0.648148
142 140 0.648148
142 141 0.652778
142 141 0.652778
142 142 0.657407
149 142 0.657407
149 143 0.662037
151 143 0.662037
151 144 0.666667
155 144 0.666667
155 145 0.671296
155 145 0.671296
155 146 0.675926
155 146 0.675926
155 147 0.680556
156 147 0.680556
156 148 0.685185
157 148 0.685185
157 149 0.689815
157 149 0.689815
157 150 0.694444
160 150 0.694444
160 151 0.699074
161 151 0.699074
161 152 0.703704
162 152 0.703704
162 153 0.708333
162 153 0.708333
162 154 0.712963
165 154 0.712963
165 155 0.717593
165 155 0.717593
165 156 0.722222
166 156 0.722222
166 157 0.726852
168 157 0.726852
168 158 0.731481
169 158 0.731481
169 159 0.736111
169 159 0.736111
169 160 0.740741
171 160 0.740741
171 161 0.74537
174 161 0.74537
174 162 0.75
178 162 0.75
178 163 0.75463
179 163 0.75463
179 164 0.759259
184 164 0.759259
184 165 0.763889
192 165 0.763889
192 166 0.768519
200 166 0.768519
200 167 0.773148
200 167 0.773148
200 168 0.777778
201 168 0.777778
201 169 0.782407
206 169 0.782407
206 170 0.787037
207 170 0.787037
207 171 0.791667
216 171 0.791667
216 172 0.796296
218 172 0.796296
218 173 0.800926
219 173 0.800926
219 174 0.805556
220 174 0.805556
220 175 0.810185
221 175 0.810185
221 176 0.814815
221 176 0.814815
221 177 0.819444
223 177 0.819444
223 178 0.824074
226 178 0.824074
226 179 0.828704
230 179 0.828704
230 180 0.833333
232 180 0.833333
232 181 0.837963
233 181 0.837963
233 182 0.842593
233 182 0.842593
233 183 0.847222
233 183 0.847222
233 184 0.851852
237 184 0.851852
237 185 0.856481
240 185 0.856481
240 186 0.861111
245 186 0.861111
245 187 0.865741
245 187 0.865741
245 188 0.87037
248 188 0.87037
248 189 0.875
248 189 0.875
248 190 0.87963
248 190 0.87963
248 191 0.884259
249 191 0.884259
249 192 0.888889
249 192 0.888889
249 193 0.893519
250 193 0.893519
250 194 0.898148
256 194 0.898148
256 195 0.902778
256 195 0.902778
256 196 0.907407
257 196 0.907407
257 197 0.912037
257 197 0.912037
257 198 0.916667
257 198 0.916667
257 199 0.921296
259 199 0.921296
259 200 0.925926
260 200 0.925926
260 201 0.930556
267 201 0.930556
267 202 0.935185
270 202 0.935185
270 203 0.939815
271 203 0.939815
271 204 0.944444
275 204 0.944444
275 205 0.949074
275 205 0.949074
275 206 0.953704
283 206 0.953704
283 207 0.958333
287 207 0.958333
287 208 0.962963
289 208 0.962963
289 209 0.967593
289 209 0.967593
289 210 0.972222
295 210 0.972222
295 211 0.976852
304 211 0.976852
304 212 0.981481
315 212 0.981481
315 213 0.986111
323 213 0.986111
323 214 0.990741
325 214 0.990741
325 215 0.99537
335 215 0.99537
335 216 1
